Class,CompletedDate,Latitude,Longitude,Installer
Single family,2013-09-20,47.54035231,-122.37550538,WEST SEATTLE ELECTRIC & SOLAR
Single family,2011-06-01,47.67793002,-122.35766747,PUGETSOUNDSOLAR
Single family,2015-02-26,47.54335211,-122.39382796,PUGETSOUNDSOLAR
Single family,2014-02-26,47.56671521,-122.28586392,PUGETSOUNDSOLAR
Single family,2014-03-26,47.63843939,-122.37064446,PUGETSOUNDSOLAR
Single family,2015-01-07,47.7117369,-122.30892771,WEST SEATTLE ELECTRIC & SOLAR
Single family,2010-12-01,47.68387746,-122.29837301,PUGETSOUNDSOLAR
Single family,2017-12-13,47.66110304,-122.27269644,SOLTERRA GLOBAL LLC
Single family,2011-04-08,47.57872516,-122.37842203,WEST SEATTLE ELECTRIC & SOLAR
Single family,2016-04-27,47.55970825,-122.28881973,ALT ELECTRIC LLC
Single family,2016-11-28,47.66594328,-122.3387567,PUGETSOUNDSOLAR
Single family,2012-12-11,47.57130999,-122.40149261,ARTISAN ELECTRIC INC
Single family,2007-11-13,47.68957012,-122.36857141,AMC ELECTRIC
Single family,2015-02-24,47.5469514,-122.35740691,PUGETSOUNDSOLAR
Single family,2010-12-27,47.66780614,-122.30862578,PUGETSOUNDSOLAR
Single family,2013-05-24,47.67105262,-122.32622064,EARL CHILDS
Single family,2017-02-23,47.62665116,-122.3116943,WEST SEATTLE ELECTRIC & SOLAR
Single family,2013-12-11,47.69843529,-122.38607845,EARL CHILDS
Single family,2016-06-07,47.69571216,-122.35240657,WEST SEATTLE ELECTRIC & SOLAR
Single family,2014-07-28,47.67254546,-122.36012277,PUGETSOUNDSOLAR
Single family,2015-08-10,47.61702038,-122.29724494,PUGETSOUNDSOLAR
Single family,2014-01-13,47.67112184,-122.36465083,EARL CHILDS
Single family,2014-03-26,47.63839869,-122.37064431,PUGETSOUNDSOLAR
Single family,2015-12-08,47.55921466,-122.30616183,ARTISAN ELECTRIC INC
Single family,2009-11-10,47.67108319,-122.38976135,HI TEK ELECTRIC INC
Single family,2012-11-05,47.53602126,-122.37867126,WEST SEATTLE ELECTRIC & SOLAR
Single family,2017-12-20,47.68139197,-122.27785389,PUGETSOUNDSOLAR
Single family,2014-03-04,47.52535634,-122.26135243,PUGETSOUNDSOLAR
Single family,2006-10-03,47.56201534,-122.28457381,AMC ELECTRIC
Single family,2011-11-09,47.65603233,-122.38962563,PUGETSOUNDSOLAR
Single family,2015-05-26,47.67639314,-122.28735292,PUGETSOUNDSOLAR
Single family,2016-02-23,47.59342892,-122.29989498,CURRENT FLO ELECTRIC LLC
Multifamily,2015-01-09,47.66890987,-122.37669658,FOY GROUP CORPORATION
Single family,2016-03-30,47.5587033,-122.27267618,PUGETSOUNDSOLAR
Single family,2016-03-03,47.68870409,-122.2976279,PUGETSOUNDSOLAR
Single family,2018-05-18,47.63107532,-122.31945644,SUNERGY SYSTEMS INC.
Single family,2013-04-17,47.69879534,-122.29574622,A&R SOLAR
Single family,2012-08-01,47.60315095,-122.29464474,PUGETSOUNDSOLAR
Single family,2016-12-12,47.6187657,-122.30667988,B B ELECTRIC
Single family,2013-07-03,47.71665301,-122.35928963,PUGETSOUNDSOLAR
Single family,2011-11-16,47.63549656,-122.40112477,PUGETSOUNDSOLAR
Single family,2013-09-20,47.70061988,-122.27406269,WEST SEATTLE ELECTRIC & SOLAR
Single family,2017-09-19,47.56600104,-122.37272296,"ECOTECH ENERGY SYSTEMS, LLC"
Single family,2018-05-07,47.69147989,-122.35314259,FORECAST ROOFING & SOLAR
Single family,2007-09-25,47.66636674,-122.40688224,NORTH CITY ELECTRIC
Single family,2013-07-18,47.69344113,-122.33058711,PUGETSOUNDSOLAR
Single family,2017-11-02,47.71838737,-122.36802287,NORTHWEST ELECTRIC & SOLAR LLC
Single family,2013-04-24,47.67371181,-122.35719772,PUGETSOUNDSOLAR
Single family,2013-08-02,47.57210817,-122.28707174,SUNERGY SYSTEMS INC.
Single family,2014-03-12,47.7043592,-122.27463995,EARL CHILDS
Single family,2010-06-29,47.70612952,-122.31432594,NORTHWEST MECHANICAL INC
Single family,2015-07-13,47.69329689,-122.2808442,PUGETSOUNDSOLAR
Single family,2014-02-13,47.6108799,-122.29415952,EARL CHILDS
Single family,2012-05-10,47.65545789,-122.3560075,EARL CHILDS
Single family,2012-10-29,47.70241358,-122.31961036,EARL CHILDS
Single family,2014-05-22,47.62325535,-122.31757932,ARTISAN ELECTRIC INC
Single family,2018-01-24,47.63120841,-122.30962401,PUGETSOUNDSOLAR
Single family,2013-05-22,47.65378404,-122.33718552,EARL CHILDS
Single family,2012-09-04,47.61406644,-122.30656395,PUGETSOUNDSOLAR
Single family,2016-03-25,47.69925448,-122.31548364,PUGETSOUNDSOLAR
Single family,2014-12-08,47.66004952,-122.32362457,EARL CHILDS
Single family,2017-12-11,47.54444198,-122.27858056,PUGETSOUNDSOLAR
Single family,2013-08-01,47.56357475,-122.28472705,EARL CHILDS
Single family,2013-08-19,47.65513805,-122.33717885,PUGETSOUNDSOLAR
Single family,2015-03-31,47.67281308,-122.38102397,PUGETSOUNDSOLAR
Single family,2013-09-19,47.72926031,-122.33305675,EARL CHILDS
Single family,2016-09-06,47.64391484,-122.39861425,PUGETSOUNDSOLAR
Single family,2009-01-14,47.62276214,-122.31929174,PEAK ELECTRIC INC
Single family,2013-10-15,47.64389916,-122.3028627,PUGETSOUNDSOLAR
Single family,2018-05-17,47.58252875,-122.3942512,WEST SEATTLE ELECTRIC & SOLAR
Single family,2013-10-31,47.72015463,-122.3585757,JEFF A SCHATZ
Single family,2011-12-12,47.61546078,-122.30466887,PUGETSOUNDSOLAR
Single family,2017-03-16,47.55579752,-122.36404049,WEST SEATTLE ELECTRIC & SOLAR
Single family,2013-03-20,47.58321198,-122.39248023,WEST SEATTLE ELECTRIC & SOLAR
Single family,2017-06-06,47.6037455,-122.29135275,PUGETSOUNDSOLAR
Single family,2015-12-04,47.54447147,-122.26698281,PUGETSOUNDSOLAR
Single family,2014-08-04,47.69498778,-122.30246021,ARTISAN ELECTRIC INC
Single family,2013-09-24,47.55902586,-122.29836438,PUGETSOUNDSOLAR
Single family,2013-07-31,47.68865747,-122.31250698,EARL CHILDS
Single family,2015-08-19,47.65256649,-122.33549323,PUGETSOUNDSOLAR
Single family,2013-11-21,47.68729345,-122.33343855,ARTISAN ELECTRIC INC
Single family,2010-10-11,47.59536162,-122.30697085,PUGETSOUNDSOLAR
Single family,2013-03-13,47.62581607,-122.3070048,PUGETSOUNDSOLAR
Single family,2014-09-08,47.56137942,-122.27908018,PUGETSOUNDSOLAR
Single family,2013-11-19,47.58478161,-122.29549431,PUGETSOUNDSOLAR
Single family,2006-04-14,47.68494953,-122.3165786,E & F ELECTRIC INCORPORATED
Single family,2015-10-21,47.67292912,-122.38096737,PUGETSOUNDSOLAR
Single family,2014-10-30,47.54561281,-122.37945255,ARTISAN ELECTRIC INC
Single family,2012-04-03,47.64000494,-122.40796987,PUGETSOUNDSOLAR
Single family,2017-03-29,47.56088276,-122.28925954,"ECOTECH ENERGY SYSTEMS, LLC"
Single family,2005-07-01,47.67546688,-122.36660006,E & F ELECTRIC INCORPORATED
Single family,2015-07-30,47.54906462,-122.26853829,PUGETSOUNDSOLAR
Single family,2014-03-07,47.59258883,-122.29467828,ARTISAN ELECTRIC INC
Single family,2010-09-29,47.69415786,-122.39666502,ARTISAN ELECTRIC INC
Single family,2013-04-24,47.57614646,-122.40625381,NA
Single family,2014-09-23,47.52720954,-122.38896544,JMS ELECTRIC LLC
Single family,2013-04-17,47.66997044,-122.33057362,PUGETSOUNDSOLAR
Single family,2013-11-12,47.63975364,-122.30461016,ARTISAN ELECTRIC INC
Single family,2015-10-27,47.65959134,-122.39793552,PUGETSOUNDSOLAR
Single family,2007-09-06,47.6209547,-122.28367975,NORTH CITY ELECTRIC
Single family,2013-12-04,47.58934131,-122.28886894,ARTISAN ELECTRIC INC
Single family,2009-09-18,47.53944497,-122.38283989,SUN BRIGHT ELECTRIC LLC
Single family,2007-04-09,47.65682518,-122.35366941,AMC ELECTRIC
Single family,2009-12-31,47.53811595,-122.26619305,CISCO ELECTRIC INCORPORATED
Single family,2013-08-15,47.61365566,-122.28528421,NORTHWEST MECHANICAL INC
Single family,2013-09-11,47.72355375,-122.37035789,PUGETSOUNDSOLAR
Single family,2016-08-03,47.63915447,-122.29970051,PRO-STAT ELECTRIC
Single family,2017-01-13,47.66807781,-122.33876783,"SMART ENERGY TODAY, INC"
Single family,2015-12-08,47.55608691,-122.26678684,PUGETSOUNDSOLAR
Single family,2014-09-29,47.57775428,-122.39399438,ARTISAN ELECTRIC INC
Single family,2013-04-11,47.67228095,-122.3020702,PUGETSOUNDSOLAR
Single family,2014-10-01,47.68683366,-122.30718665,A&R SOLAR
Single family,2005-05-11,47.72568631,-122.35529687,SOUND POWER INC
Single family,2016-12-19,47.68029217,-122.37118868,PUGETSOUNDSOLAR
Single family,2014-07-22,47.63534621,-122.40154782,ARTISAN ELECTRIC INC
Single family,2017-08-14,47.6772916,-122.31009571,PUGETSOUNDSOLAR
Single family,2017-03-09,47.51264193,-122.38210971,WEST SEATTLE ELECTRIC & SOLAR
Single family,2005-03-01,47.70419641,-122.29780165,NA
Single family,2014-04-25,47.67309901,-122.3295651,A&R SOLAR
Single family,2014-12-05,47.50717761,-122.38573776,PUGETSOUNDSOLAR
Single family,2014-04-15,47.55181187,-122.26623943,ARTISAN ELECTRIC INC
Single family,2014-12-23,47.56727831,-122.28259279,ARTISAN ELECTRIC INC
Single family,2014-07-10,47.56545502,-122.37388824,WEST SEATTLE ELECTRIC & SOLAR
Single family,2013-09-25,47.71534667,-122.35658674,ARTISAN ELECTRIC INC
Single family,2014-11-03,47.5660272,-122.40319329,PUGETSOUNDSOLAR
Single family,2017-02-10,47.62668483,-122.30637978,EARL CHILDS
Single family,2014-09-19,47.70449251,-122.30950342,PUGETSOUNDSOLAR
Single family,2018-03-14,47.63762408,-122.31448493,PUGETSOUNDSOLAR
Single family,2013-02-19,47.67341187,-122.35773129,ARTISAN ELECTRIC INC
Single family,2015-03-30,47.67432648,-122.36951062,EARL CHILDS
Single family,2017-09-27,47.59463193,-122.29621599,NORTHWEST ELECTRIC & SOLAR LLC
Single family,2017-05-01,47.67192902,-122.39929989,NA
Single family,2014-12-18,47.57341983,-122.41508029,PUGETSOUNDSOLAR
Single family,2015-03-11,47.53028186,-122.35669016,ARTISAN ELECTRIC INC
Single family,2012-07-12,47.63766009,-122.40214572,PUGETSOUNDSOLAR
Single family,2013-06-05,47.68131883,-122.35768164,PUGETSOUNDSOLAR
Single family,2015-02-24,47.54708834,-122.38418712000001,WEST SEATTLE ELECTRIC & SOLAR
Single family,2013-08-16,47.543649,-122.38415825,WEST SEATTLE ELECTRIC & SOLAR
Single family,2018-04-25,47.68482575,-122.37382032,PRO-STAT ELECTRIC
Single family,2011-11-03,47.64737426,-122.39062873,PUGETSOUNDSOLAR
Single family,2013-04-25,47.6655112,-122.36812262,PUGETSOUNDSOLAR
Single family,2014-10-01,47.55905908,-122.29877283,PUGETSOUNDSOLAR
Single family,2012-10-25,47.67265419,-122.37864425,PUGETSOUNDSOLAR
Single family,2011-06-03,47.69999147,-122.38394256,PUGETSOUNDSOLAR
Single family,2015-02-19,47.52403058,-122.28408258,ARTISAN ELECTRIC INC
Single family,2015-03-10,47.56215295,-122.40084945,ARTISAN ELECTRIC INC
Single family,2014-04-21,47.66822924,-122.33091239,PUGETSOUNDSOLAR
Single family,2016-03-16,47.72228808,-122.30079248,PRO-STAT ELECTRIC
Single family,2015-05-06,47.67995267,-122.35233126,ARTISAN ELECTRIC INC
Single family,2014-10-13,47.55865441,-122.29884009,PUGETSOUNDSOLAR
Single family,2017-08-14,47.68029217,-122.37118868,PUGETSOUNDSOLAR
Single family,2010-06-10,47.65134997,-122.37054821,PUGETSOUNDSOLAR
Single family,2009-01-30,47.68820545,-122.3025731,NORTHWEST MECHANICAL INC
Single family,2015-04-21,47.66793181,-122.30914019,"SMART ENERGY TODAY, INC"
Single family,2017-12-19,47.6218707,-122.28631248,PUGETSOUNDSOLAR
Single family,2013-04-18,47.68108231,-122.28388376,A&R SOLAR
Single family,2017-06-22,47.62302479,-122.3008598,SOLTERRA GLOBAL LLC
Single family,2016-04-28,47.59150605,-122.38904467,PUGETSOUNDSOLAR
Single family,2018-03-08,47.58507724,-122.39261426,WEST SEATTLE ELECTRIC & SOLAR
Single family,2014-12-04,47.55908185,-122.28793233,EARL CHILDS
Single family,2012-08-24,47.69515068,-122.27553103,PUGETSOUNDSOLAR
Single family,2007-05-15,47.6813776,-122.39951579,AMC ELECTRIC
Single family,2015-11-18,47.65740723,-122.3299348,PUGETSOUNDSOLAR
Single family,2014-06-25,47.67605725,-122.29558335,NORTHWEST ELECTRIC & SOLAR LLC
Single family,2014-04-17,47.63732381,-122.30085925,ARTISAN ELECTRIC INC
Single family,2016-01-22,47.67890335,-122.38253362,EARL CHILDS
Single family,2013-08-01,47.69513674,-122.31642513,NORTHWEST ELECTRIC & SOLAR LLC
Single family,2016-11-08,47.68680228,-122.33707572,NORTHWEST ELECTRIC & SOLAR LLC
Single family,2014-09-09,47.67512553,-122.31014486,EARL CHILDS
Single family,2013-06-06,47.67786928,-122.395423,PUGETSOUNDSOLAR
Single family,2013-06-13,47.55008835,-122.38205215,WEST SEATTLE ELECTRIC & SOLAR
Multifamily,2018-03-13,47.6614781,-122.288095,SME INC OF SEATTLE
Single family,2018-01-30,47.61607995,-122.28295686,"ECOTECH ENERGY SYSTEMS, LLC"
Single family,2014-11-12,47.60992019,-122.29181478,ARTISAN ELECTRIC INC
Single family,2014-08-04,47.67815969,-122.29661599,EARL CHILDS
Single family,2014-09-02,47.57922408,-122.39229557,ARTISAN ELECTRIC INC
Single family,2015-07-20,47.64729324,-122.41350667,PUGETSOUNDSOLAR
Single family,2014-02-18,47.55442901,-122.31133852,WEST SEATTLE ELECTRIC & SOLAR
Single family,2015-02-02,47.58181355,-122.39769371,ARTISAN ELECTRIC INC
Single family,2012-08-01,47.61858141,-122.29587281,PUGETSOUNDSOLAR
Single family,2014-07-16,47.51173457,-122.24547949,ARTISAN ELECTRIC INC
Single family,2015-12-30,47.54862409,-122.35567948,WEST SEATTLE ELECTRIC & SOLAR
Single family,2017-09-05,47.67230274,-122.29929475,WESTERN SOLAR
Single family,2017-02-03,47.56536465,-122.40398981,EARL CHILDS
Single family,2012-08-21,47.72378634,-122.28359151,PUGETSOUNDSOLAR
Single family,2014-04-02,47.55686856,-122.26762908,ARTISAN ELECTRIC INC
Single family,2016-02-04,47.55938871,-122.28932056,PUGETSOUNDSOLAR
Single family,2017-07-24,47.58357534,-122.38433857,PUGETSOUNDSOLAR
Single family,2009-09-02,47.67578933,-122.38850905,PUGETSOUNDSOLAR
Single family,2016-02-04,47.55938871,-122.28932056,PUGETSOUNDSOLAR
Single family,2017-02-23,47.65783053,-122.27162146,PUGETSOUNDSOLAR
Single family,2018-03-29,47.71401108,-122.28051692,PUGETSOUNDSOLAR
Single family,2014-06-03,47.63781576,-122.3156071,PUGETSOUNDSOLAR
Single family,2018-02-22,47.53023895,-122.3756704,PUGETSOUNDSOLAR
Single family,2014-02-25,47.69846988,-122.37071371,PUGETSOUNDSOLAR
Single family,2015-02-26,47.56390879,-122.29180372,PUGETSOUNDSOLAR
Single family,2013-05-29,47.68749469,-122.35710563,PUGETSOUNDSOLAR
Single family,2014-12-10,47.67292106,-122.38894928,NORTHWEST ELECTRIC & SOLAR LLC
Single family,2015-12-31,47.68713131,-122.28398211,WEST SEATTLE ELECTRIC & SOLAR
Single family,2014-02-04,47.6143927,-122.32760321,ARTISAN ELECTRIC INC
Single family,2008-06-09,47.65976248,-122.33174513,W E ELECTRIC & CNTRG SRVS LLC
Single family,2008-10-14,47.67982168,-122.37973239,PUGETSOUNDSOLAR
Single family,2014-03-10,47.54140726,-122.26908712,ARTISAN ELECTRIC INC
Single family,2010-07-09,47.69487526,-122.39669206,ARTISAN ELECTRIC INC
Single family,2011-06-16,47.53635542,-122.36685494,WEST SEATTLE ELECTRIC & SOLAR
Single family,2014-04-15,47.62505205,-122.30179394,ARTISAN ELECTRIC INC
Single family,2016-02-04,47.55938871,-122.28932056,PUGETSOUNDSOLAR
Single family,2015-03-03,47.63777001,-122.30346512,EARL CHILDS
Single family,2012-08-17,47.66551851,-122.32704055,WEST SEATTLE ELECTRIC & SOLAR
Single family,2013-01-10,47.66634505,-122.40624164,PUGETSOUNDSOLAR
Single family,2013-05-21,47.6870922,-122.33730509,NA
Single family,2017-08-28,47.55579752,-122.36404049,WEST SEATTLE ELECTRIC & SOLAR
Single family,2014-01-15,47.66124952,-122.35576958,PUGETSOUNDSOLAR
Single family,2016-01-14,47.63727005,-122.33007462,NORTHSTAR ELECTRICAL LLC
Single family,2013-05-22,47.69747627,-122.35157266,PUGETSOUNDSOLAR
Single family,2017-08-02,47.52961741,-122.31917971,PUGETSOUNDSOLAR
Single family,2014-03-25,47.62463156,-122.30385363,ARTISAN ELECTRIC INC
Single family,2014-01-10,47.52727941,-122.28698967,ARTISAN ELECTRIC INC
Single family,2018-01-19,47.72810082,-122.35332645,WESTERN SOLAR
Single family,2014-12-03,47.57639436,-122.28351367,PUGETSOUNDSOLAR
Single family,2014-11-24,47.61977761,-122.31919818,A&R SOLAR
Single family,2016-05-03,47.69883334,-122.39172085,PUGETSOUNDSOLAR
Single family,2014-05-01,47.63786242,-122.30774218,ARTISAN ELECTRIC INC
Single family,2017-10-18,47.58189928,-122.39154803,WEST SEATTLE ELECTRIC & SOLAR
Single family,2015-07-06,47.70395674,-122.37248298,NORTHWEST ELECTRIC & SOLAR LLC
Single family,2014-04-01,47.58166579,-122.3039274,ARTISAN ELECTRIC INC
Single family,2016-04-15,47.66259371,-122.32376394,SUNERGY SYSTEMS INC.
Single family,2015-06-04,47.65934004,-122.27426079,PUGETSOUNDSOLAR
Single family,2014-03-24,47.63929213,-122.30536343,PUGETSOUNDSOLAR
Multifamily,2012-07-31,47.61964043,-122.30329696,3D ELECTRICAL SERVICES INC
Single family,2009-04-17,47.70470604,-122.27601918,NORTHWEST MECHANICAL INC
Single family,2004-05-19,47.68344242,-122.37488335,E & F ELECTRIC INCORPORATED
Single family,2015-11-25,47.57834062,-122.39620633,ARTISAN ELECTRIC INC
Single family,2015-02-04,47.58924575,-122.29989429,ARTISAN ELECTRIC INC
Single family,2015-03-03,47.54170321,-122.35182692,ARTISAN ELECTRIC INC
Single family,2014-03-20,47.6845477,-122.34913214,PUGETSOUNDSOLAR
Multifamily,2009-03-20,47.65250595,-122.34629654,PEAK ELECTRIC INC
Single family,2012-01-10,47.65262077,-122.40976284,PUGETSOUNDSOLAR
Single family,2014-10-09,47.662406850000004,-122.35115644,NORTHWEST ELECTRIC & SOLAR LLC
Single family,2015-11-09,47.68657385,-122.38035599,FORECAST ROOFING & SOLAR
Single family,2012-05-18,47.56356628,-122.38256142,SOLAR EPIPHANY LLC
Single family,2014-02-10,47.57776164,-122.29536847,PUGETSOUNDSOLAR
Single family,2017-10-16,47.62240036,-122.30972884,PUGETSOUNDSOLAR
Single family,2017-04-27,47.56320601,-122.39250119,PUGETSOUNDSOLAR
Single family,2014-03-20,47.59569844,-122.29984088,PUGETSOUNDSOLAR
Single family,2018-02-01,47.67888531,-122.40213695,PUGETSOUNDSOLAR
Single family,2012-05-16,47.67710448,-122.35771753,PUGETSOUNDSOLAR
Single family,2011-01-05,47.67355415,-122.31644892,A&R SOLAR
Single family,2014-10-29,47.57693367,-122.40664778,ARTISAN ELECTRIC INC
Single family,2012-02-29,47.67676657,-122.29599841,PUGETSOUNDSOLAR
Single family,2014-04-07,47.50860797,-122.3898482,WEST SEATTLE ELECTRIC & SOLAR
Single family,2017-09-21,47.55321737,-122.37729913,WEST SEATTLE ELECTRIC & SOLAR
Single family,2013-06-11,47.59352824,-122.30088668,EARL CHILDS
Single family,2013-10-11,47.55608271,-122.28000187,PUGETSOUNDSOLAR
Single family,2014-11-21,47.62501905,-122.31750857,ARTISAN ELECTRIC INC
Single family,2010-04-15,47.6111103,-122.29523421,PUGETSOUNDSOLAR
Multifamily,2017-01-02,47.62976277,-122.37072323,SUNERGY SYSTEMS INC.
Single family,2014-07-18,47.58598776,-122.38342586,PUGETSOUNDSOLAR
Single family,2014-04-01,47.63366545,-122.30224831,PUGETSOUNDSOLAR
Single family,2014-11-07,47.59417574,-122.29370619,EARL CHILDS
Single family,2009-07-01,47.61857618,-122.28092305,WIRE CRAFT ELECTRIC INC
Single family,2014-01-22,47.60680441,-122.29724857,PUGETSOUNDSOLAR
Single family,2017-09-07,47.67372446,-122.40274159,PUGETSOUNDSOLAR
Single family,2008-10-09,47.63564765,-122.30962773,PUGETSOUNDSOLAR
Multifamily,2011-01-04,47.63316202,-122.37202744,NA
Single family,2014-08-22,47.61724751,-122.29286557,PUGETSOUNDSOLAR
Single family,2015-09-17,47.59977612,-122.28683737,PUGETSOUNDSOLAR
Single family,2017-10-05,47.66441976,-122.2796913,PUGETSOUNDSOLAR
Single family,2018-01-31,47.71864039,-122.36066078,OFFSET SOLAR LLC
Single family,2012-06-04,47.65139695,-122.27675177,EARL CHILDS
Single family,2016-09-16,47.67369584,-122.29824104,WESTERN SOLAR
Single family,2014-11-14,47.54460559,-122.38014684,PUGETSOUNDSOLAR
Single family,2010-09-09,47.57567005,-122.30733562,PUGETSOUNDSOLAR
Single family,2015-10-21,47.63315005,-122.2850092,PUGETSOUNDSOLAR
Single family,2014-02-25,47.71298728,-122.2845648,WEST SEATTLE ELECTRIC & SOLAR
Single family,2016-12-02,47.69396788,-122.3857961,PINNACLE ROOFING PROFESS LLC
Single family,2014-01-22,47.53323405,-122.28358957,ARTISAN ELECTRIC INC
Single family,2015-06-10,47.69479437,-122.38350548,PUGETSOUNDSOLAR
Single family,2013-09-06,47.66029232,-122.40103812,PUGETSOUNDSOLAR
Single family,2017-09-29,47.6521172,-122.331209,ARTISAN ELECTRIC INC
Single family,2017-11-29,47.68176045,-122.382486,WEST SEATTLE ELECTRIC & SOLAR
Single family,2016-09-22,47.55436658,-122.37663523,NA
Single family,2012-09-26,47.57230088,-122.28408,PUGETSOUNDSOLAR
Single family,2018-03-13,47.68820677,-122.35774595,POWER TRIP ENERGY CORPORATION
Single family,2017-07-07,47.66609038,-122.40489887,PUGETSOUNDSOLAR
Single family,2003-02-24,47.73290153,-122.33620733,C J ELECTRIC COMPANY INC
Single family,2017-10-25,47.58250961,-122.29482761,PUGETSOUNDSOLAR
Single family,2016-08-02,47.53541879,-122.27646249,PRO-STAT ELECTRIC
Single family,2014-09-04,47.53846778,-122.28306911,PUGETSOUNDSOLAR
Single family,2014-02-28,47.55909352,-122.26407288,ARTISAN ELECTRIC INC
Single family,2008-01-03,47.56166787,-122.29014941,NA
Single family,2015-04-23,47.66231421,-122.26820582,"SMART ENERGY TODAY, INC"
Single family,2012-10-11,47.55649194,-122.39139502,ARTISAN ELECTRIC INC
Single family,2013-02-04,47.65502439,-122.39925027,PUGETSOUNDSOLAR
Single family,2015-09-01,47.72753266,-122.30201043,PUGETSOUNDSOLAR
Single family,2015-08-20,47.65106647,-122.33363776,PUGETSOUNDSOLAR
Single family,2012-04-06,47.66926167,-122.37010295,PUGETSOUNDSOLAR
Single family,2016-02-22,47.65727693,-122.3985513,PUGETSOUNDSOLAR
Single family,2017-08-11,47.66090547,-122.39638826,NORTHWEST ELECTRIC & SOLAR LLC
Single family,2011-01-05,47.63727005,-122.33007462,PUGETSOUNDSOLAR
Single family,2014-01-10,47.55589704,-122.271906,PUGETSOUNDSOLAR
Single family,2014-10-27,47.69158655,-122.36536733,NA
Single family,2017-12-28,47.6218707,-122.28631248,PUGETSOUNDSOLAR
Single family,2013-12-26,47.67720245,-122.39218019,EARL CHILDS
Multifamily,2014-05-23,47.58596588,-122.31626467,ARTISAN ELECTRIC INC
Single family,2016-06-03,47.5391062,-122.37926199,PUGETSOUNDSOLAR
Single family,2014-03-10,47.58277678,-122.2938042,PUGETSOUNDSOLAR
Single family,2012-11-13,47.67529293,-122.30520566,ARTISAN ELECTRIC INC
Single family,2016-06-28,47.61707827,-122.29723745,PUGETSOUNDSOLAR
Single family,2015-06-16,47.6794296,-122.34872282,PUGETSOUNDSOLAR
Single family,2012-11-27,47.67211766,-122.35962058,PUGETSOUNDSOLAR
Single family,2018-02-05,47.5615832,-122.26916345,WEST SEATTLE ELECTRIC & SOLAR
Single family,2017-06-05,47.56442376,-122.3818434,WEST SEATTLE ELECTRIC & SOLAR
Single family,2014-05-19,47.64572526,-122.30413884,KEMLY ELECTRIC INCORPORATED
Single family,2014-01-09,47.51825626,-122.2598191,CURRENT FLO ELECTRIC LLC
Single family,2014-09-05,47.67185503,-122.37467088,A&R SOLAR
Single family,2013-09-16,47.69457354,-122.39649996,PUGETSOUNDSOLAR
Single family,2015-01-15,47.54215195,-122.39175082,ARTISAN ELECTRIC INC
Single family,2011-07-28,47.641018270000004,-122.36795119,SUNERGY SYSTEMS INC.
Single family,2015-05-15,47.69457354,-122.39649996,PUGETSOUNDSOLAR
Single family,2015-01-07,47.51090494,-122.26974223,PUGETSOUNDSOLAR
Single family,2017-09-12,47.63486222,-122.31930391,PRO-STAT ELECTRIC
Single family,2012-05-31,47.55461562,-122.3055903,PUGETSOUNDSOLAR
Single family,2004-12-06,47.65860501,-122.34391356,E & F ELECTRIC INCORPORATED
Single family,2015-06-03,47.58039073,-122.29015692,PUGETSOUNDSOLAR
Multifamily,2014-02-10,47.55726465,-122.28391225,PUGETSOUNDSOLAR
Single family,2017-11-22,47.56584713,-122.39920434,WEST SEATTLE ELECTRIC & SOLAR
Single family,2013-05-31,47.69992413,-122.37901963,PUGETSOUNDSOLAR
Single family,2011-12-08,47.70410998,-122.29261698,A&R SOLAR
Single family,2013-10-16,47.63263971,-122.31021625,PUGETSOUNDSOLAR
Single family,2016-08-16,47.67235724,-122.28439739,PUGETSOUNDSOLAR
Single family,2013-07-15,47.67799541,-122.3481267,PUGETSOUNDSOLAR
Single family,2015-07-22,47.67629367,-122.40386081,PUGETSOUNDSOLAR
Single family,2013-12-31,47.59181717,-122.29015729,EARL CHILDS
Single family,2018-05-07,47.70174841,-122.37641232,AUTOMATED EQUIPMENT COMPANY
Single family,2012-08-14,47.69168771,-122.38617682,PUGETSOUNDSOLAR
Single family,2011-11-14,47.70294653,-122.3191562,NA
Single family,2018-05-11,47.59463322,-122.29636246,NORTHWEST ELECTRIC & SOLAR LLC
Single family,2015-07-01,47.64357316,-122.30195304,PUGETSOUNDSOLAR
Single family,2013-10-28,47.64213822,-122.30058188,ARTISAN ELECTRIC INC
Single family,2015-01-08,47.53404881,-122.28379421,ARTISAN ELECTRIC INC
Single family,2017-08-23,47.70294479,-122.37516473,PUGETSOUNDSOLAR
Single family,2014-04-08,47.61242048,-122.28748075,ARTISAN ELECTRIC INC
Single family,2014-06-02,47.66839086,-122.35900209,PUGETSOUNDSOLAR
Single family,2011-12-15,47.67362038,-122.30471704,PUGETSOUNDSOLAR
Single family,2017-03-31,47.55744599,-122.2975039,PUGETSOUNDSOLAR
Single family,2016-11-07,47.57775832,-122.39584879,WEST SEATTLE ELECTRIC & SOLAR
Single family,2017-10-06,47.7123588,-122.28958693,NORTHWEST ELECTRIC & SOLAR LLC
Single family,2016-05-04,47.65882278,-122.3334993,SWITCH ELECTRIC LLC
Single family,2015-02-27,47.65992374,-122.32703331,ARTISAN ELECTRIC INC
Single family,2012-06-05,47.67364269,-122.27070195,PUGETSOUNDSOLAR
Single family,2014-12-12,47.67815199,-122.27131775,A&R SOLAR
Single family,2016-07-28,47.57575313,-122.37739342,WEST SEATTLE ELECTRIC & SOLAR
