Class,CompletedDate,Latitude,Longitude,Installer
Single family,2017-07-05,47.621612,-122.2998712,PUGETSOUNDSOLAR
Single family,2013-10-23,47.69826572,-122.39566183,WEST SEATTLE ELECTRIC & SOLAR
Single family,2012-07-25,47.52551115,-122.39317463,ARTISAN ELECTRIC INC
Single family,2012-08-07,47.67642918,-122.39488582,PUGETSOUNDSOLAR
Single family,2007-09-13,47.67503147,-122.40435893,NORTH CITY ELECTRIC
Single family,2015-06-01,47.63737514,-122.37466352,PUGETSOUNDSOLAR
Single family,2015-06-03,47.72819858,-122.30892101,PUGETSOUNDSOLAR
Single family,2017-06-07,47.68779864,-122.36362307,PUGETSOUNDSOLAR
Single family,2015-04-21,47.70491473,-122.35832289,PUGETSOUNDSOLAR
Single family,2014-04-24,47.57001996,-122.28588601,ARTISAN ELECTRIC INC
Single family,2015-09-08,47.55008835,-122.38205215,WEST SEATTLE ELECTRIC & SOLAR
Single family,2014-01-10,47.56456415,-122.27295115,ARTISAN ELECTRIC INC
Single family,2015-03-06,47.53263448,-122.36506959,PUGETSOUNDSOLAR
Single family,2013-02-27,47.54960692,-122.39555859,POWER DESIGNS INC
Single family,2015-05-29,47.54734425,-122.39280815,NA
Single family,2013-07-31,47.72272926,-122.36540096,PUGETSOUNDSOLAR
Single family,2012-11-16,47.56991794,-122.28473513,PUGETSOUNDSOLAR
Single family,2013-11-07,47.69409645,-122.30298925,PUGETSOUNDSOLAR
Single family,2014-05-20,47.56040244,-122.27676324,ARTISAN ELECTRIC INC
Single family,2013-03-07,47.6679891,-122.35963862,PUGETSOUNDSOLAR
Single family,2015-01-22,47.57275656,-122.40716159,ARTISAN ELECTRIC INC
Single family,2011-06-15,47.55981931,-122.37854151,PUGETSOUNDSOLAR
Single family,2014-10-24,47.50399055,-122.38487321,WEST SEATTLE ELECTRIC & SOLAR
Single family,2013-09-26,47.65298823,-122.33542668,PUGETSOUNDSOLAR
Single family,2013-05-29,47.51579069,-122.39100154,EARL CHILDS
Single family,2017-11-22,47.70859664,-122.27768056,SOLTERRA GLOBAL LLC
Single family,2013-03-14,47.6748606,-122.35674033,PUGETSOUNDSOLAR
Single family,2016-01-19,47.62018575,-122.28381673,PUGETSOUNDSOLAR
Single family,2011-05-18,47.57474529,-122.41241894,AS YOU WISH ELECTRIC
Single family,2016-10-24,47.67791709,-122.3711203,PRO-STAT ELECTRIC
Single family,2017-08-31,47.65882778,-122.34104041,WESTERN SOLAR
Single family,2014-12-29,47.52634613,-122.37068797,ARTISAN ELECTRIC INC
Single family,2010-11-12,47.67817886,-122.29606572,A&R SOLAR
Single family,2015-12-15,47.55959814,-122.28907273,PUGETSOUNDSOLAR
Single family,2015-12-16,47.56274061,-122.28833364,PUGETSOUNDSOLAR
Single family,2012-05-31,47.7113557,-122.3505081,PRO-STAT ELECTRIC
Single family,2014-12-22,47.54597124,-122.32099104,PUGETSOUNDSOLAR
Single family,2017-02-22,47.67232441,-122.29690556,EARL CHILDS
Single family,2013-06-26,47.674571,-122.2745349,EARL CHILDS
Single family,2015-12-14,47.55879161,-122.28991199,PUGETSOUNDSOLAR
Single family,2012-02-23,47.66155944,-122.39738417,PUGETSOUNDSOLAR
Single family,2015-07-06,47.57417187,-122.37674816,WEST SEATTLE ELECTRIC & SOLAR
Single family,2013-06-28,47.69155422,-122.27629712,EARL CHILDS
Single family,2013-11-05,47.56513381,-122.31628668,ARTISAN ELECTRIC INC
Single family,2017-11-13,47.60749975,-122.29124118,PUGETSOUNDSOLAR
Single family,2015-03-11,47.55333908,-122.35453924,PUGETSOUNDSOLAR
Single family,2015-07-14,47.59417574,-122.29370619,EARL CHILDS
Single family,2014-02-05,47.54269075,-122.27442518,PUGETSOUNDSOLAR
Single family,2013-04-23,47.56316307,-122.29244953,PUGETSOUNDSOLAR
Single family,2014-02-24,47.71098194,-122.32020953,PUGETSOUNDSOLAR
Single family,2013-12-23,47.54749926,-122.29186185,PUGETSOUNDSOLAR
Multifamily,2013-05-09,47.60976267,-122.33963702,VALLEY ELEC CO OF MTVERNON INC
Single family,2013-06-11,47.69344553,-122.38031201,PUGETSOUNDSOLAR
Single family,2015-03-03,47.55103711,-122.35744993,PUGETSOUNDSOLAR
Single family,2016-11-22,47.68046117,-122.35867972,PUGETSOUNDSOLAR
Single family,2013-11-20,47.72316113,-122.28253005,EARL CHILDS
Single family,2011-01-10,47.67966857,-122.30694502,WEST SEATTLE ELECTRIC & SOLAR
Single family,2015-07-07,47.66994062,-122.35476524,PUGETSOUNDSOLAR
Single family,2013-12-18,47.67388489,-122.39420309,EARL CHILDS
Single family,2014-04-04,47.67323239,-122.36105315,EARL CHILDS
Single family,2012-03-08,47.6422949,-122.39336584,PUGETSOUNDSOLAR
Single family,2013-11-25,47.62732741,-122.30637558,PUGETSOUNDSOLAR
Single family,2015-11-24,47.68949567,-122.32173495,PRO-STAT ELECTRIC
Single family,2015-07-14,47.57071808,-122.29348737,KEMLY ELECTRIC INCORPORATED
Single family,2014-08-28,47.65449073,-122.33096653,ARTISAN ELECTRIC INC
Single family,2015-07-14,47.56310273,-122.29285194,PUGETSOUNDSOLAR
Single family,2013-12-19,47.56312022,-122.39377048,SOLARCITY CORPORATION
Single family,2014-05-22,47.57692325,-122.37783351,WESTERN SOLAR
Single family,2014-08-13,47.54406047,-122.28206196,PUGETSOUNDSOLAR
Single family,2006-12-29,47.66893447,-122.28659815,AMC ELECTRIC
Single family,2012-05-11,47.52227584,-122.35142119,EARL CHILDS
Single family,2017-11-09,47.68699583,-122.38461297,SOLTERRA GLOBAL LLC
Single family,2011-05-04,47.68236956,-122.35950254,NA
Single family,2016-03-24,47.55970825,-122.28881973,ALT ELECTRIC LLC
Single family,2015-10-15,47.51836642,-122.38713712,PUGETSOUNDSOLAR
Single family,2013-10-14,47.67920662,-122.27205402,JEFF A SCHATZ
Single family,2011-12-01,47.65375265,-122.37330954,A&R SOLAR
Single family,2014-02-06,47.67993971,-122.36637408,CURRENT FLO ELECTRIC LLC
Single family,2010-09-23,47.68866324,-122.38904607,PUGETSOUNDSOLAR
Single family,2015-09-09,47.67294683,-122.27496651,PUGETSOUNDSOLAR
Single family,2015-11-09,47.56964021,-122.28049289,NORTHWEST ELECTRIC & SOLAR LLC
Single family,2018-05-01,47.68025622,-122.37179463,PUGETSOUNDSOLAR
Single family,2015-10-08,47.68819604,-122.35611906,PUGETSOUNDSOLAR
Single family,2013-12-03,47.55371958,-122.27677391,ARTISAN ELECTRIC INC
Single family,2017-12-12,47.6698459,-122.30818292,SOLTERRA GLOBAL LLC
Single family,2013-03-08,47.664792,-122.33745313,EARL CHILDS
Single family,2015-10-21,47.67723267,-122.33078068,PUGETSOUNDSOLAR
Single family,2015-07-07,47.56279939,-122.39377443,WEST SEATTLE ELECTRIC & SOLAR
Single family,2013-06-26,47.65964109,-122.33712863,PUGETSOUNDSOLAR
Single family,2012-02-13,47.65535707,-122.3972861,PUGETSOUNDSOLAR
Single family,2015-09-02,47.62309637,-122.31166091,PUGETSOUNDSOLAR
Single family,2014-09-08,47.67157628,-122.27616757,PUGETSOUNDSOLAR
Single family,2016-11-15,47.56829961,-122.28044932,PUGETSOUNDSOLAR
Single family,2014-11-14,47.6843857,-122.27402423,PUGETSOUNDSOLAR
Single family,2013-09-24,47.66089722,-122.35993378,ARTISAN ELECTRIC INC
Single family,2014-04-15,47.57680752,-122.28409955,PUGETSOUNDSOLAR
Single family,2017-06-19,47.51869807,-122.3854017,NA
Single family,2016-12-22,47.52451288,-122.37989361,PUGETSOUNDSOLAR
Single family,2007-10-02,47.5772413,-122.29163019,DON'S ELECTRIC
Single family,2014-06-04,47.56632866,-122.36991262,EARL CHILDS
Single family,2012-02-23,47.56222847,-122.2921185,PUGETSOUNDSOLAR
Single family,2014-03-13,47.68995173,-122.32668611,PUGETSOUNDSOLAR
Single family,2012-08-24,47.55316289,-122.37592729,WEST SEATTLE ELECTRIC & SOLAR
Single family,2016-04-19,47.66699516,-122.3675226,SWITCH ELECTRIC LLC
Single family,2018-04-09,47.56691628,-122.29598619,PUGETSOUNDSOLAR
Single family,2015-03-23,47.67478933,-122.36938911,EARL CHILDS
Single family,2015-01-28,47.55836067,-122.2832613,PUGETSOUNDSOLAR
Single family,2018-05-08,47.59190337,-122.30044295,NORTHWEST ELECTRIC & SOLAR LLC
Single family,2014-06-03,47.58685148,-122.31114642,PUGETSOUNDSOLAR
Single family,2014-05-13,47.62025102,-122.28441974,PUGETSOUNDSOLAR
Single family,2013-12-20,47.54875365,-122.29404326,ARTISAN ELECTRIC INC
Single family,2011-09-13,47.64041862,-122.35397509,SUNERGY SYSTEMS INC.
Single family,2016-06-02,47.63905156,-122.40847235,PUGETSOUNDSOLAR
Single family,2012-10-16,47.69502256,-122.27551843,AS YOU WISH ELECTRIC
Single family,2017-12-13,47.70971677,-122.27962527,PUGETSOUNDSOLAR
Single family,2018-04-10,47.70328593,-122.31691863,WEST SEATTLE ELECTRIC & SOLAR
Single family,2013-07-02,47.70086941,-122.3503242,PUGETSOUNDSOLAR
Single family,2016-06-29,47.69321871,-122.39048913,PUGETSOUNDSOLAR
Single family,2015-06-08,47.55801367,-122.39854132,WEST SEATTLE ELECTRIC & SOLAR
Single family,2014-06-18,47.6302257,-122.30510195,EARL CHILDS
Single family,2015-04-15,47.57432961,-122.3767344,PUGETSOUNDSOLAR
Single family,2014-04-04,47.61017144,-122.30533339,ARTISAN ELECTRIC INC
Single family,2015-12-11,47.54867277,-122.25972139,WEST SEATTLE ELECTRIC & SOLAR
Single family,2015-12-15,47.51590837,-122.38767754,PUGETSOUNDSOLAR
Single family,2013-07-22,47.68446577,-122.39858128,PUGETSOUNDSOLAR
Single family,2016-01-25,47.65624787,-122.361412,WEST SEATTLE ELECTRIC & SOLAR
Single family,2006-07-28,47.64464464,-122.36191513,HARPER ELECTRIC INCORPORATED
Single family,2015-05-28,47.64665734,-122.30827105,PUGETSOUNDSOLAR
Single family,2011-08-02,47.56628163,-122.27366187,PUGETSOUNDSOLAR
Single family,2016-06-15,47.66776761,-122.33437054,PINNACLE ROOFING PROFESS LLC
Single family,2013-11-22,47.55839027,-122.29954864,ARTISAN ELECTRIC INC
Single family,2012-09-25,47.66311099,-122.35569218,EARL CHILDS
Single family,2017-10-27,47.69953743,-122.38200441,SOLTERRA GLOBAL LLC
Single family,2018-03-16,47.56019914,-122.39328994,SWITCH ELECTRIC LLC
Single family,2009-12-14,47.68264702,-122.38067826,GALAXY ELECTRIC
Single family,2015-07-17,47.51879043,-122.28344183,ARTISAN ELECTRIC INC
Single family,2013-09-12,47.66335333,-122.33467817,ARTISAN ELECTRIC INC
Single family,2015-12-22,47.6934386,-122.38196796,PUGETSOUNDSOLAR
Single family,2017-08-02,47.73144558,-122.29130849,SWITCH ELECTRIC LLC
Single family,2017-10-24,47.71689941,-122.30615791,"SMART ENERGY TODAY, INC"
Single family,2009-08-13,47.6798057,-122.34837295,NORTH RIVER ELECTRIC INC
Single family,2009-12-21,47.70403033,-122.28462868,CISCO ELECTRIC INCORPORATED
Single family,2016-03-31,47.5030489,-122.37734219,PUGETSOUNDSOLAR
Single family,2013-07-18,47.69179977,-122.34170755,PUGETSOUNDSOLAR
Single family,2013-05-28,47.65813355,-122.35918154,PUGETSOUNDSOLAR
Single family,2017-12-11,47.63873441,-122.30619229,WEST SEATTLE ELECTRIC & SOLAR
Single family,2014-01-14,47.5579992,-122.30515055,PUGETSOUNDSOLAR
Single family,2014-06-10,47.71132275,-122.31280519,JMS ELECTRIC LLC
Single family,2011-09-12,47.54035231,-122.37550538,WEST SEATTLE ELECTRIC & SOLAR
Single family,2015-03-04,47.54241722,-122.32033456,ARTISAN ELECTRIC INC
Single family,2017-06-22,47.66894483,-122.35611965,PUGETSOUNDSOLAR
Single family,2015-03-24,47.55127317,-122.37793309,PUGETSOUNDSOLAR
Single family,2015-01-14,47.53282141,-122.35252942,PUGETSOUNDSOLAR
Single family,2006-02-09,47.68504662,-122.30417458,E & F ELECTRIC INCORPORATED
Single family,2014-05-22,47.52686021,-122.35216522,WRAY ELECTRIC
Single family,2014-02-18,47.65126597,-122.3409326,PUGETSOUNDSOLAR
Single family,2012-02-07,47.64703711,-122.38774457,PUGETSOUNDSOLAR
Single family,2015-07-23,47.5596006,-122.26600999,PUGETSOUNDSOLAR
Single family,2015-12-24,47.68634544,-122.27448346,PUGETSOUNDSOLAR
Single family,2016-04-06,47.67464413,-122.3975337,PUGETSOUNDSOLAR
Single family,2011-07-20,47.63286197,-122.36865941,SUNERGY SYSTEMS INC.
Single family,2013-01-09,47.63840303,-122.37084455,PUGETSOUNDSOLAR
Single family,2014-08-05,47.63185783,-122.30894482,EARL CHILDS
Single family,2014-04-24,47.55884042,-122.26913634,PUGETSOUNDSOLAR
Single family,2013-04-23,47.66912334,-122.33507242,SUNERGY SYSTEMS INC.
Single family,2013-05-13,47.67842208,-122.35612068,A&R SOLAR
Single family,2013-09-19,47.67451868,-122.30308645,PUGETSOUNDSOLAR
Single family,2014-10-01,47.69834451,-122.31330194,PUGETSOUNDSOLAR
Single family,2016-01-07,47.67712992,-122.35716435,PUGETSOUNDSOLAR
Single family,2013-12-26,47.56079972,-122.2685475,EARL CHILDS
Single family,2017-09-27,47.64378329,-122.36819304,PINNACLE ROOFING PROFESS LLC
Single family,2014-06-30,47.62807251,-122.32161797,ARTISAN ELECTRIC INC
Single family,2017-03-27,47.56873426,-122.28574359,NORTHWEST ELECTRIC & SOLAR LLC
Single family,2014-12-22,47.55029594,-122.3061872,ARTISAN ELECTRIC INC
Single family,2017-05-23,47.5217167,-122.35256881,WEST SEATTLE ELECTRIC & SOLAR
Single family,2014-08-01,47.52784454,-122.26527547,EARL CHILDS
Single family,2012-08-22,47.56252411,-122.29203359,PUGETSOUNDSOLAR
Single family,2012-03-21,47.56237297,-122.29198716,PUGETSOUNDSOLAR
Single family,2016-12-05,47.5976333,-122.31326439,PUGETSOUNDSOLAR
Single family,2017-10-16,47.67381073,-122.28055498,NORTHWEST ELECTRIC & SOLAR LLC
Single family,2015-12-23,47.59349442,-122.30650533,PUGETSOUNDSOLAR
Single family,2014-09-22,47.57250504,-122.40588868,WEST SEATTLE ELECTRIC & SOLAR
Single family,2012-01-27,47.63940863,-122.40995293,PUGETSOUNDSOLAR
Single family,2015-06-23,47.55442901,-122.31133852,NA
Single family,2013-07-24,47.66451801,-122.3479806,PUGETSOUNDSOLAR
Single family,2018-02-07,47.55441113,-122.3832404,PUGETSOUNDSOLAR
Single family,2013-11-25,47.6814306,-122.35664031,PUGETSOUNDSOLAR
Single family,2009-01-06,47.61284875,-122.28177148,NA
Single family,2017-09-27,47.59470731,-122.29636116,NORTHWEST ELECTRIC & SOLAR LLC
Single family,2008-09-30,47.53513475,-122.2676876,W E ELECTRIC & CNTRG SRVS LLC
Multifamily,2017-08-29,47.6733064,-122.37669591,PUGETSOUNDSOLAR
Single family,2012-12-28,47.69917971,-122.38015117,NA
Single family,2006-06-14,47.69898731,-122.39698176,SOUND POWER INC
Single family,2014-04-03,47.51065565,-122.25325699,EARL CHILDS
Single family,2015-08-03,47.69689208,-122.28667448,PUGETSOUNDSOLAR
Single family,2010-05-25,47.59938145,-122.33198119,PUGETSOUNDSOLAR
Single family,2013-05-14,47.69952878,-122.35702091,EARL CHILDS
Single family,2015-02-11,47.57206929,-122.40356532,ARTISAN ELECTRIC INC
Single family,2014-07-30,47.66937559,-122.2877594,A&R SOLAR
Single family,2013-10-22,47.69803308,-122.38707988,EARL CHILDS
Single family,2013-04-11,47.6711013,-122.35866928,PUGETSOUNDSOLAR
Single family,2004-05-11,47.67350018,-122.33303828,E & F ELECTRIC INCORPORATED
Single family,2014-12-21,47.63759216,-122.32447354,PUGETSOUNDSOLAR
Single family,2009-10-16,47.67233896,-122.40444973,PEAK ELECTRIC INC
Single family,2013-05-22,47.59138182,-122.29369372,PUGETSOUNDSOLAR
Single family,2013-05-13,47.55884141,-122.29048537,PUGETSOUNDSOLAR
Single family,2016-02-11,47.54898792,-122.31081836,PUGETSOUNDSOLAR
Single family,2014-02-25,47.59372332,-122.30650607,PUGETSOUNDSOLAR
Single family,2017-07-24,47.53135069,-122.28687104,AUTOMATED EQUIPMENT COMPANY
Single family,2015-02-11,47.52748589,-122.34645457,PUGETSOUNDSOLAR
Single family,2012-06-21,47.66243423,-122.32642858,PUGETSOUNDSOLAR
Single family,2015-01-26,47.51255303,-122.38483219,ARTISAN ELECTRIC INC
Single family,2013-01-24,47.69693136,-122.31783725,NORTHWEST ELECTRIC & SOLAR LLC
Single family,2014-08-29,47.5568951,-122.27798756,ARTISAN ELECTRIC INC
Single family,2015-01-26,47.66007842,-122.35866239,PUGETSOUNDSOLAR
Single family,2015-11-20,47.65902886,-122.34545213,WEST SEATTLE ELECTRIC & SOLAR
Single family,2016-03-24,47.61449091,-122.3011108,PUGETSOUNDSOLAR
Single family,2013-07-22,47.63333917,-122.36826062,EARL CHILDS
Single family,2015-04-20,47.674171,-122.35174865,WESTERN SOLAR
Multifamily,2012-05-21,47.61958854,-122.35379028,SUNERGY SYSTEMS INC.
Single family,2016-07-13,47.56449206,-122.26909387,PUGETSOUNDSOLAR
Single family,2012-08-14,47.57193996,-122.39640538,ARTISAN ELECTRIC INC
Single family,2014-06-17,47.61693694,-122.3003415,ARTISAN ELECTRIC INC
Single family,2015-02-26,47.54713842,-122.39018966,PUGETSOUNDSOLAR
Single family,2014-07-21,47.57543058,-122.38593797,PUGETSOUNDSOLAR
Single family,2017-04-06,47.65831108,-122.39261132,PUGETSOUNDSOLAR
Single family,2012-06-15,47.54808087,-122.39571554,WEST SEATTLE ELECTRIC & SOLAR
Single family,2012-11-29,47.6826435,-122.28543958,PUGETSOUNDSOLAR
Single family,2010-08-10,47.59831735,-122.28657785,SME INC OF SEATTLE
Single family,2013-08-02,47.67241538,-122.33496854,WEST SEATTLE ELECTRIC & SOLAR
Single family,2013-08-21,47.67844223,-122.37815169,PUGETSOUNDSOLAR
Single family,2014-04-28,47.55132637,-122.2686746,ARTISAN ELECTRIC INC
Single family,2016-09-18,47.65160396,-122.37260587,SUNERGY SYSTEMS INC.
Single family,2013-05-10,47.69999147,-122.38394256,WEST SEATTLE ELECTRIC & SOLAR
Single family,2013-02-12,47.71434585,-122.34953225,ROSTIN LLC
Single family,2012-06-14,47.61826509,-122.28290054,PUGETSOUNDSOLAR
Single family,2017-06-30,47.63169635,-122.2831156,SOLTERRA GLOBAL LLC
Single family,2011-05-18,47.68819604,-122.35611906,PUGETSOUNDSOLAR
Single family,2015-04-22,47.65964996,-122.36320622,PUGETSOUNDSOLAR
Single family,2018-03-21,47.63870464,-122.40113267,PUGETSOUNDSOLAR
Single family,2011-07-07,47.56214439,-122.29190076,PUGETSOUNDSOLAR
Single family,2018-03-28,47.70642454,-122.34104921,PUGETSOUNDSOLAR
Single family,2014-07-01,47.5838131,-122.29006428,ARTISAN ELECTRIC INC
Single family,2014-11-19,47.63457523,-122.35171751,CORE ELECTRIC LLC
Single family,2010-10-11,47.67888531,-122.40213695,PUGETSOUNDSOLAR
Single family,2017-02-02,47.68677877,-122.35015009,PUGETSOUNDSOLAR
Single family,2009-09-14,47.68386848,-122.35832265,PUGETSOUNDSOLAR
Single family,2009-09-28,47.68237259,-122.35738587,NORTHWEST MECHANICAL INC
Single family,2013-11-22,47.56722648,-122.28318439,ARTISAN ELECTRIC INC
Single family,2015-01-26,47.50323603,-122.38333872,PUGETSOUNDSOLAR
Single family,2014-10-23,47.5566771,-122.39852341,ARTISAN ELECTRIC INC
Single family,2014-11-04,47.61941558,-122.28783539,PUGETSOUNDSOLAR
Single family,2018-02-27,47.57845779,-122.30838729,PUGETSOUNDSOLAR
Single family,2015-04-07,47.66617261,-122.35992111,WEST SEATTLE ELECTRIC & SOLAR
Single family,2016-03-10,47.69420537,-122.31056906,PINNACLE ROOFING PROFESS LLC
Single family,2018-03-09,47.56961325,-122.3009753,NORTHWEST ELECTRIC & SOLAR LLC
Single family,2015-11-12,47.58041693,-122.30690621,PUGETSOUNDSOLAR
Single family,2012-07-30,47.53306978,-122.38169848,ARTISAN ELECTRIC INC
Single family,2018-01-26,47.69303462,-122.38833407,NORTHWEST ELECTRIC & SOLAR LLC
Single family,2013-05-20,47.67505053,-122.40253429,PUGETSOUNDSOLAR
Single family,2015-08-28,47.63054525,-122.36932864,FORECAST ROOFING & SOLAR
Single family,2016-09-16,47.55522084,-122.35507018,PUGETSOUNDSOLAR
Single family,2013-12-06,47.57414839,-122.29069804,ARTISAN ELECTRIC INC
Single family,2015-06-03,47.68297548,-122.31999632,PUGETSOUNDSOLAR
Single family,2015-06-30,47.68262672,-122.29669249,PUGETSOUNDSOLAR
Single family,2015-07-08,47.70181361,-122.27926437,PUGETSOUNDSOLAR
Single family,2015-03-13,47.63378936,-122.31214208,WEST SEATTLE ELECTRIC & SOLAR
Single family,2015-01-08,47.65328755,-122.3520535,PUGETSOUNDSOLAR
Single family,2014-02-27,47.59651685,-122.30025417,PUGETSOUNDSOLAR
Single family,2012-10-25,47.68080232,-122.26871378,PUGETSOUNDSOLAR
Single family,2014-01-13,47.58727323,-122.30098983,ARTISAN ELECTRIC INC
Single family,2009-05-05,47.65223129,-122.27719545,NORTHWEST MECHANICAL INC
Single family,2015-02-25,47.55082968,-122.37129496,PUGETSOUNDSOLAR
Single family,2014-05-06,47.6269134,-122.29847451,ARTISAN ELECTRIC INC
Single family,2013-03-06,47.65985727,-122.34902683,PUGETSOUNDSOLAR
Single family,2014-03-04,47.65016741,-122.31872045,ARTISAN ELECTRIC INC
Single family,2014-10-16,47.67262246,-122.26001203,PUGETSOUNDSOLAR
Single family,2012-07-10,47.55589704,-122.271906,PUGETSOUNDSOLAR
Single family,2014-10-17,47.5637721,-122.29170821,PUGETSOUNDSOLAR
Single family,2013-08-22,47.68377765,-122.38182845,PUGETSOUNDSOLAR
Single family,2012-03-21,47.67712921,-122.2937962,PUGETSOUNDSOLAR
Single family,2012-08-28,47.68544259,-122.26827717,PUGETSOUNDSOLAR
Single family,2015-08-11,47.64434466,-122.39129794,PUGETSOUNDSOLAR
Single family,2017-03-21,47.50625704,-122.37849915,EARL CHILDS
Single family,2017-01-09,47.66226937,-122.32544986,EARL CHILDS
Single family,2014-04-28,47.69040131,-122.28950388,PUGETSOUNDSOLAR
Single family,2014-12-18,47.68623585,-122.3222941,PUGETSOUNDSOLAR
Single family,2015-03-16,47.57904013,-122.30577482,PRO-STAT ELECTRIC
Single family,2014-04-14,47.61197078,-122.30728597,PUGETSOUNDSOLAR
Single family,2018-01-22,47.56639328,-122.3609135,"ECOTECH ENERGY SYSTEMS, LLC"
Single family,2014-05-28,47.63375163,-122.36873839,EARL CHILDS
Single family,2018-02-05,47.66647208,-122.28729019,FORECAST ROOFING & SOLAR
Single family,2018-04-17,47.6730974,-122.25212044,FORECAST ROOFING & SOLAR
Single family,2013-01-04,47.65800641,-122.35750917,SUNERGY SYSTEMS INC.
Single family,2013-07-12,47.52901991,-122.38607209,EARL CHILDS
Single family,2017-12-19,47.68456121,-122.28494041,GALAXY ELECTRIC & SOLAR LLC
Single family,2015-09-11,47.56454349,-122.37909185,WEST SEATTLE ELECTRIC & SOLAR
Single family,2017-03-06,47.64135732,-122.3531639,PUGETSOUNDSOLAR
Single family,2014-07-08,47.56465921,-122.29741547,PUGETSOUNDSOLAR
Single family,2017-07-19,47.57025303,-122.28852456,SOLTERRA GLOBAL LLC
Single family,2013-06-20,47.68447907,-122.3787021,PUGETSOUNDSOLAR
Single family,2015-04-02,47.62168644,-122.31191585,PUGETSOUNDSOLAR
Single family,2013-07-26,47.71391403,-122.32908675,PUGETSOUNDSOLAR
Single family,2012-10-30,47.66332141,-122.32586314,EARL CHILDS
Single family,2017-04-21,47.55281328,-122.29406004,PUGETSOUNDSOLAR
Single family,2012-05-09,47.70094469,-122.30938409,A&R SOLAR
Single family,2015-06-09,47.68817175,-122.34791231,PUGETSOUNDSOLAR
Single family,2013-06-19,47.66629946,-122.33304129,ARTISAN ELECTRIC INC
Single family,2014-03-06,47.60519788,-122.31185619,PUGETSOUNDSOLAR
Single family,2012-10-25,47.55630754,-122.27312311,PUGETSOUNDSOLAR
Single family,2006-03-02,47.64402308,-122.41651174,E & F ELECTRIC INCORPORATED
Single family,2015-08-26,47.68835718,-122.29164662,PUGETSOUNDSOLAR
Single family,2016-05-09,47.69680938,-122.38221821,GALAXY ELECTRIC & SOLAR LLC
Single family,2016-05-06,47.5651112,-122.27671845,WEST SEATTLE ELECTRIC & SOLAR
Single family,2015-12-11,47.57555109,-122.39596011,EARL CHILDS
Single family,2011-05-26,47.70601529,-122.37048166,PUGETSOUNDSOLAR
Single family,2014-11-26,47.70446833,-122.3812532,GALAXY ELECTRIC & SOLAR LLC
Single family,2014-01-07,47.63039725,-122.31156315,PUGETSOUNDSOLAR
Single family,2014-10-07,47.55008722,-122.26041101,ARTISAN ELECTRIC INC
Single family,2015-11-17,47.66632308,-122.33740387,PUGETSOUNDSOLAR
Single family,2014-10-14,47.52571165,-122.35883899,PUGETSOUNDSOLAR
Single family,2010-03-10,47.66717738,-122.35768722,PUGETSOUNDSOLAR
Single family,2012-08-21,47.62725549,-122.31710407,PUGETSOUNDSOLAR
Single family,2017-03-13,47.51530335,-122.38900213,WEST SEATTLE ELECTRIC & SOLAR
Single family,2009-11-05,47.65061066,-122.40005578,PUGETSOUNDSOLAR
Single family,2017-04-25,47.55681765,-122.3939867,WEST SEATTLE ELECTRIC & SOLAR
Multifamily,2014-02-20,47.6617707,-122.35634552,PUGETSOUNDSOLAR
Single family,2018-01-26,47.54729195,-122.39667294,NORTHWEST ELECTRIC & SOLAR LLC
Single family,2013-09-30,47.65646822,-122.28306795,PUGETSOUNDSOLAR
Single family,2006-05-18,47.67832341,-122.27398268,E & F ELECTRIC INCORPORATED
Single family,2016-12-16,47.51913502,-122.39135257,EARL CHILDS
Single family,2016-12-01,47.68281518,-122.37389593,PUGETSOUNDSOLAR
Single family,2017-10-09,47.58803941,-122.30921649,WEST SEATTLE ELECTRIC & SOLAR
Single family,2015-09-16,47.58292873,-122.3835549,WEST SEATTLE ELECTRIC & SOLAR
Single family,2016-09-05,47.67614857,-122.35508963,NORTHWEST ELECTRIC & SOLAR LLC
Single family,2010-05-20,47.70150569,-122.31259789,SHORELINE ELECTRIC INC
Single family,2014-06-26,47.67552435,-122.3728187,PUGETSOUNDSOLAR
Single family,2016-04-21,47.69145144,-122.28885708,PUGETSOUNDSOLAR
Single family,2015-06-02,47.65709008,-122.33660322,WEST SEATTLE ELECTRIC & SOLAR
Single family,2015-10-15,47.6500476,-122.33487244,PUGETSOUNDSOLAR
Single family,2013-04-11,47.55691976,-122.26628808,PRO-STAT ELECTRIC
Single family,2014-02-25,47.56305024,-122.29240303,PUGETSOUNDSOLAR
Single family,2015-09-03,47.73386174,-122.33217251,HUNTER ELECTRIC COMPANY
Single family,2017-06-07,47.51920733,-122.26556144,SOLTERRA GLOBAL LLC
Single family,2015-12-15,47.55959814,-122.28907273,PUGETSOUNDSOLAR
Single family,2014-01-24,47.51016578,-122.23760365,PUGETSOUNDSOLAR
Single family,2014-08-06,47.57740587,-122.30510605,EARL CHILDS
Single family,2015-07-30,47.56190087,-122.288097,PUGETSOUNDSOLAR
Single family,2010-08-30,47.70178453,-122.38559787,PUGETSOUNDSOLAR
Single family,2015-06-18,47.63174865,-122.308933,EARL CHILDS
Single family,2017-04-24,47.65606609,-122.34062757,NORTHWEST ELECTRIC & SOLAR LLC
Single family,2015-12-16,47.56195517,-122.2879256,PUGETSOUNDSOLAR
Single family,2009-01-23,47.51471542,-122.25207465,NORTHWEST MECHANICAL INC
