geoid,date,sum,Over 20
53033011001,2015-01-08,5,below
53033011101,2014-02-05,1,below
53033011101,2014-08-13,2,below
53033011101,2016-08-02,3,below
53033011101,2017-04-19,4,below
53033011101,2017-06-29,5,below
53033011101,2017-12-11,6,below
53033011101,2018-05-30,7,below
53033011102,2008-09-30,1,below
53033011102,2009-12-31,2,below
53033011102,2013-12-12,3,below
53033011102,2014-02-10,4,below
53033011102,2014-02-20,5,below
53033011102,2014-03-10,6,below
53033011102,2015-12-04,7,below
53033011102,2016-04-06,9,below
53033011102,2018-06-07,10,below
53033011200,2008-01-24,2,below
53033011200,2012-09-11,3,below
53033011200,2014-10-21,4,below
53033011200,2017-08-02,5,below
53033011200,2018-05-03,6,below
53033011300,2012-05-11,1,below
53033011300,2013-07-22,2,below
53033011300,2014-02-27,3,below
53033011300,2014-05-22,4,below
53033011300,2014-10-16,5,below
53033011300,2014-11-20,6,below
53033011300,2015-01-14,7,below
53033011300,2015-02-11,8,below
53033011300,2015-03-25,9,below
53033011300,2015-04-27,10,below
53033011300,2015-10-30,11,below
53033011300,2016-07-27,12,below
53033011300,2016-12-09,13,below
53033011300,2017-05-23,14,below
53033011300,2017-12-22,15,below
53033011300,2018-01-31,16,below
53033011300,2018-06-22,17,below
53033011401,2012-06-08,1,below
53033011401,2014-10-14,2,below
53033011401,2014-12-05,3,below
53033011401,2014-12-29,4,below
53033011401,2015-03-06,5,below
53033011401,2015-03-11,6,below
53033011401,2015-11-30,7,below
53033011401,2018-07-26,8,below
53033011402,2015-01-16,1,below
53033011402,2016-10-13,2,below
53033011402,2018-05-24,3,below
53033011500,2012-07-30,1,below
53033011500,2012-12-24,2,below
53033011500,2014-07-18,3,below
53033011500,2014-12-01,4,below
53033011500,2014-12-08,5,below
53033011500,2014-12-23,6,below
53033011500,2015-02-04,7,below
53033011500,2015-04-08,8,below
53033011500,2017-01-06,9,below
53033011500,2017-09-26,10,below
53033011500,2018-02-22,11,below
53033011600,2006-04-27,1,top
53033011600,2009-09-18,2,top
53033011600,2012-07-25,3,top
53033011600,2012-11-05,5,top
53033011600,2013-07-12,6,top
53033011600,2013-08-30,7,top
53033011600,2013-12-10,8,top
53033011600,2014-09-23,9,top
53033011600,2014-10-29,10,top
53033011600,2014-11-12,11,top
53033011600,2014-12-30,12,top
53033011600,2015-03-31,13,top
53033011600,2015-05-12,14,top
53033011600,2015-10-13,15,top
53033011600,2015-10-15,16,top
53033011600,2015-12-29,17,top
53033011600,2016-06-03,18,top
53033011600,2016-12-16,19,top
53033011600,2016-12-22,20,top
53033011600,2017-04-03,21,top
53033011600,2017-05-30,22,top
53033011600,2017-06-19,23,top
53033011600,2017-11-16,24,top
53033011600,2017-12-08,25,top
53033011600,2018-10-18,26,top
53033011600,2018-11-05,27,top
53033011700,2009-05-08,1,below
53033011700,2014-01-10,2,below
53033011700,2014-03-10,3,below
53033011700,2015-02-19,4,below
53033011700,2015-07-17,5,below
53033011700,2017-07-24,6,below
53033011700,2018-04-11,7,below
53033011800,2009-01-23,1,below
53033011800,2009-01-30,2,below
53033011800,2013-11-21,3,below
53033011800,2014-01-09,4,below
53033011800,2014-03-04,5,below
53033011800,2014-03-05,6,below
53033011800,2014-08-01,7,below
53033011800,2014-10-02,8,below
53033011800,2014-12-26,9,below
53033011800,2016-03-31,10,below
53033011800,2016-05-16,11,below
53033011800,2017-06-07,12,below
53033011800,2017-08-18,13,below
53033011800,2018-09-14,14,below
53033011900,2013-09-25,1,below
53033011900,2013-11-13,2,below
53033011900,2014-01-24,3,below
53033011900,2014-03-03,4,below
53033011900,2014-04-03,5,below
53033011900,2014-07-16,6,below
53033011900,2014-09-04,7,below
53033011900,2015-01-07,8,below
53033011900,2017-06-05,9,below
53033011900,2017-08-31,10,below
53033012e3,2007-05-30,1,below
53033012e3,2012-08-07,2,below
53033012e3,2013-05-29,3,below
53033012e3,2014-04-24,4,below
53033012e3,2014-11-26,5,below
53033012e3,2014-12-08,6,below
53033012e3,2015-01-26,7,below
53033012e3,2015-02-04,8,below
53033012e3,2015-06-02,9,below
53033012e3,2015-12-15,10,below
53033012e3,2016-02-10,11,below
53033012e3,2017-03-09,12,below
53033012e3,2017-03-13,13,below
53033012100,2009-08-27,1,below
53033012100,2009-09-22,2,below
53033012100,2009-10-07,3,below
53033012100,2010-12-10,4,below
53033012100,2014-04-07,5,below
53033012100,2014-10-24,6,below
53033012100,2014-11-24,7,below
53033012100,2014-12-05,8,below
53033012100,2014-12-12,9,below
53033012100,2015-01-26,10,below
53033012100,2015-04-08,11,below
53033012100,2016-03-31,12,below
53033012100,2016-06-06,13,below
53033012100,2016-06-22,14,below
53033012100,2016-10-21,15,below
53033012100,2017-03-21,16,below
