geoid,hu_own,hu_blt1970,hu_no_mor,hu_med_val,hu_ex_1000,edu,wh_race,hh_med_income,hh_gini_index,lihtc,hh_high_sf_own,hu_mwh,sol_instl,cluster
53033004500,0.24841772151898733,0.4609704641350211,0.08122362869198312,504100,0.23839662447257384,0.6166448230668414,0.8060288335517694,88914,0.4242,FALSE,0.3256281407035176,106.39543039898358,4.746835443037975,1
53033004700,0.11158312092891533,0.26338147833474934,0.03200226564712546,427200,0.11611441517983574,0.7648600357355568,0.8359737939249553,72396,0.4451,FALSE,0.23265475695886997,93.10849614457985,1.274426508071368,1
53033004800,0.3248638838475499,0.5960072595281307,0.11687840290381125,535100,0.3147005444646098,0.7940067057837384,0.9115674769488684,93155,0.3557,FALSE,0.33349397590361446,56.08637060664157,9.800362976406534,3
53033004900,0.12798148807404772,0.46653613385546455,0.02367390530437878,510500,0.1235315058739765,0.7440416004622273,0.847609417882421,71809,0.3756,FALSE,0.24689265536723165,50.866394546169204,2.313990744037024,1
53033005e3,0.16,0.43669724770642204,0.04,562300,0.16036697247706422,0.7621109607577807,0.8866035182679296,65625,0.4331,FALSE,0.25351351351351353,58.611310581318335,4.770642201834862,1
53033005100,0.4070937003705664,0.7554261514028586,0.14822657490735838,649000,0.4123875066172578,0.6881374127750939,0.855877616747182,99083,0.4135,FALSE,0.35106382978723405,57.71672445960949,14.822657490735839,3
53033005200,0.08340904960930402,0.3158277303289115,0.04288569870979466,450500,0.08340904960930402,0.43994581577363034,0.6127332931968693,38487,0.5936,TRUE,0.1741912548880199,32.2008601223975,2.3623478102852986,2
53033005301,0.005138086062941554,0.3478912438450011,0.01327338899593235,145000,0.005138086062941554,0.2082147214314762,0.5297546428087299,12269,0.6178,TRUE,0.032736962314427104,38.69993967059043,0.42817383857846286,2
53033005400,0.29084228377614474,0.45138496325607685,0.06500847936687394,460400,0.28773318258903335,0.778773397052967,0.8422939068100358,84728,0.3705,FALSE,0.3157311669128508,55.45292755074058,5.652911249293386,1
53033005600,0.7635869565217391,1.0004528985507246,0.3070652173913043,714400,0.8704710144927537,0.7003424657534246,0.8854296388542964,157292,0.3835,FALSE,0.5109868158210148,101.67059490797794,7.699275362318841,3
53033005900,0.31335436382754994,0.5228706624605678,0.08648790746582545,671100,0.3228180862250263,0.5225178455548345,0.8353017521090201,87667,0.5038,FALSE,0.3524653312788906,71.85763783024586,3.943217665615142,3
53033006e3,0.2797400395591975,0.48149194687764907,0.09013845719129698,576500,0.2904775360271263,0.7083033788641265,0.8749101365923796,96538,0.4729,FALSE,0.3757700205338809,59.57675245691248,1.9779598756710934,3
53033006500,0.2350653941322022,0.7172145634499824,0.13503004595263343,833600,0.32096147048427004,0.7675882220723759,0.9152618565969881,98617,0.5257,FALSE,0.36725293132328307,44.1448652531544,4.595263343937788,3
53033006800,0.3094297007340486,0.5990965556182948,0.059853190287972896,766200,0.32185206098249575,0.6849656893325016,0.8661883967560824,98750,0.4898,FALSE,0.38958180484225974,69.93022398094502,4.517221908526256,3
53033006900,0.31727048892015475,0.6243404854027436,0.09250791417516707,717300,0.32747098135772074,0.7112333403850222,0.8821662788237783,100172,0.4818,FALSE,0.3611759216052263,48.200422164699916,5.276116778051354,3
53033007e3,0.15220338983050846,0.6727118644067797,0.08322033898305085,402000,0.17949152542372881,0.7687591630014661,0.8027455684392909,67572,0.512,FALSE,0.22712744706352378,35.08821315824108,0.33898305084745767,2
53033007100,0.11018775007694676,0.31948291782086796,0.032933210218528776,285100,0.11511234225915666,0.744973544973545,0.7624338624338625,74143,0.4288,FALSE,0.24223856209150327,35.558610566104406,0.3077870113881194,1
53033007200,0.08287841191066997,0.2679900744416873,0.013895781637717122,367200,0.08287841191066997,0.724771991762283,0.6248896734333628,74559,0.4549,FALSE,0.2533276991337418,8.339712730647479,0.1654259718775848,1
53033007300,0.0665567690088605,0.08283535957139913,0.02390274057284154,464700,0.0712961055017515,0.7397211297819092,0.7114765820521988,76582,0.5035,FALSE,0.2919945725915875,19.324809731921512,0.20605810838656502,2
53033007401,0.14582431847684985,0.6192124621376027,0.03115534400692341,263400,0.1138035482475119,0.8286511257222554,0.7882048216776251,67834,0.4326,FALSE,0.23788801856686975,21.964032317671872,0.2163565556036348,1
53033007500,0.11670345842531273,0.48182487122884476,0.020897718910963946,483000,0.12656364974245768,0.7755364255428498,0.7412308878324554,63419,0.4182,FALSE,0.2110531803962461,31.810247884232137,1.6188373804267844,2
53033007600,0.18286879673691367,0.508837525492862,0.047926580557443914,471900,0.18184908225696805,0.706277447687936,0.7649186256781193,68199,0.4109,FALSE,0.25204081632653064,50.414302914797446,4.7586675730795385,1
53033007700,0.3308360803116572,0.40575367096194187,0.04435121366496853,431000,0.3086604734791729,0.6014054265079055,0.7247706422018348,104632,0.4121,FALSE,0.3940352462720289,41.66515803750595,8.091099790230746,3
53033008001,0.15446997489862907,0.11604556864259509,0.05290596640278046,378400,0.1683722726395057,0.8014077425842132,0.657449304508128,88068,0.4362,FALSE,0.3058041421631296,17.022845643259263,0,1
53033008002,0.10946196660482375,0.44823747680890536,0.053061224489795916,463600,0.12838589981447124,0.6586912654943787,0.7396944364370136,37466,0.585,TRUE,0.16171171171171173,11.272617771588823,0,2
53033008100,0.09929553840992955,0.2952029520295203,0.07044615900704461,598600,0.15833612881583362,0.6550169109357384,0.6538895152198422,75531,0.5292,TRUE,0.28465346534653463,11.028949338654662,0.3354579000335458,2
53033008200,0.06186759178953455,0.4749927724775947,0.03960682278115062,503600,0.06591500433651344,0.7775478530781169,0.702534919813761,56318,0.5317,FALSE,0.2198154833533895,3.605664307707916,0,2
53033008300,0.14426792614856163,0.57964791756118506,0.047230571060541,315700,0.15027908973808501,0.7594846098783107,0.7956335003579098,49291,0.4599,FALSE,0.15723923196678774,20.43275775207384,0,2
53033008400,0.061617806731813246,0.4514115092290988,0.02768729641693811,364700,0.08116178067318132,0.7051126726435668,0.747031742185607,42339,0.5319,FALSE,0.1523972602739726,29.250827103452455,0.5428881650380022,2
53033008500,0.04419889502762431,0.48579321231254935,0.0367008681925809,325800,0.050513022888713496,0.5070749246114591,0.5207608443516586,29883,0.5928,TRUE,0.09853817000541419,22.157988420747866,0,2
53033008600,0.09784075573549257,0.3164642375168691,0.026653171390013497,398800,0.08771929824561403,0.36912065439672803,0.632719836400818,43375,0.4886,TRUE,0.10684931506849316,50.134202121203614,0.6747638326585694,2
53033008700,0.16001183081928425,0.36853002070393376,0.034900916888494525,403500,0.15054717539189588,0.5765765765765766,0.5524774774774774,56700,0.4292,FALSE,0.20598194130925507,50.544365243922165,1.4788524105294292,1
53033001400,0.3079335214800878,0.5315145813734713,0.09658200062715584,414100,0.31640012543116963,0.5854677565849228,0.8586739327883742,72428,0.3811,FALSE,0.2771139705882353,91.51699347003009,3.7629350893697087,1
53033001500,0.5772646536412078,0.7797513321492007,0.19538188277087035,585200,0.6305506216696269,0.683069224353628,0.9428690575479566,95927,0.3866,FALSE,0.3570110701107011,96.03484195466828,15.097690941385435,3
53033002200,0.7928483353884094,0.9623921085080148,0.44512946979038226,569900,0.9001233045622689,0.6700462468872287,0.8196371398078975,132981,0.4263,FALSE,0.4473189087488241,105.82362687796373,11.713933415536376,3
53033002500,0.48484848484848486,0.753968253968254,0.18181818181818182,457000,0.4357864357864358,0.70010063737001,0.8799060717879906,101413,0.4202,FALSE,0.36341659951651895,86.10943870893901,4.329004329004329,3
53033002700,0.3918147208121827,0.6259517766497462,0.10596446700507614,538300,0.38673857868020306,0.6703169072507051,0.788783806205409,111661,0.4296,FALSE,0.41505281690140844,91.94495420484387,4.758883248730965,3
53033002800,0.32278248067721754,0.5988222304011778,0.11152005888847995,510400,0.30990062569009935,0.704463719060715,0.8849164374867781,90568,0.4061,FALSE,0.3303076147251639,91.264092367381,4.048582995951417,1
53033003600,0.11385606874328678,0.39656283566058004,0.07218045112781955,581800,0.11836734693877551,0.7133289774583469,0.7807905913100294,65172,0.4772,FALSE,0.24435252943048044,91.50055046909408,1.2889366272824918,2
53033003900,0.42763636363636365,0.7578181818181818,0.19636363636363635,573700,0.4036363636363636,0.6506493506493507,0.8506493506493507,110458,0.3873,FALSE,0.39644444444444443,118.27837619164225,7.2727272727272725,3
53033004e3,0.38633093525179857,0.7762589928057554,0.218705035971223,663500,0.44316546762589926,0.6352,0.7536,75714,0.5404,FALSE,0.311284046692607,87.01992577812044,8.633093525179856,3
53033008800,0.2452464105549088,0.5230888630190144,0.04850601474582848,483100,0.23748544819557627,0.6175329712955779,0.6684768554434962,76524,0.3792,FALSE,0.2764060356652949,47.322214395479136,5.820721769499419,1
53033004100,0.38704453441295544,0.6005398110661269,0.13144399460188935,932600,0.43967611336032386,0.646797153024911,0.8354092526690391,132917,0.491,FALSE,0.4403961796957906,92.11207059645416,6.477732793522267,3
53033009200,0.029487179487179487,0.523931623931624,0.0029914529914529917,353600,0.029487179487179487,0.5498672734167614,0.5119453924914675,25625,0.557,TRUE,0.06842105263157895,11.295823884102568,0.42735042735042733,2
53033004200,0.4351949420442571,0.7373551106427819,0.2031085353003161,623600,0.47233930453108536,0.6804060665362035,0.837206457925636,110091,0.4232,FALSE,0.4200507614213198,86.95622838538557,9.747102212855639,3
53033004600,0.4186813186813187,0.6434065934065935,0.11373626373626373,643200,0.4225274725274725,0.6974595842956121,0.8787528868360277,113906,0.4251,FALSE,0.3931133428981349,86.62999720454846,9.340659340659341,3
53033005700,0.3972684085510689,0.6594418052256532,0.11846793349168647,605300,0.4409144893111639,0.648424543946932,0.8427559173827831,90951,0.448,FALSE,0.3551157580283794,92.42981688399233,6.532066508313539,3
53033005801,0.22216414009409305,0.5352848928384736,0.05122843700993204,459200,0.22216414009409305,0.659247889485802,0.7820414428242517,66563,0.393,FALSE,0.20366043613707166,87.53283265622154,1.3068478829064296,1
