y,instal,rad,tech,year,innovation,imitation
1,0,0.006,PV,2012,0.12521604176219533,0.0772459525237205
1,7,0.006,PV,2012,0.12521604176219533,0.0772459525237205
1,3,0.006,PV,2012,0.12521604176219533,0.0772459525237205
1,7,0.006,PV,2012,0.12521604176219533,0.0772459525237205
1,2,0.006,PV,2012,0.12521604176219533,0.0772459525237205
1,1,0.006,PV,2012,0.12521604176219533,0.0772459525237205
1,5,0.006,PV,2012,0.12521604176219533,0.0772459525237205
1,5,0.006,PV,2012,0.12521604176219533,0.0772459525237205
1,1,0.006,PV,2012,0.12521604176219533,0.0772459525237205
1,7,0.006,PV,2012,0.12521604176219533,0.0772459525237205
1,6,0.006,PV,2012,0.12521604176219533,0.0772459525237205
1,1,0.006,PV,2012,0.12521604176219533,0.0772459525237205
1,0,0.006,PV,2012,0.12521604176219533,0.0772459525237205
1,1,0.006,PV,2012,0.12521604176219533,0.0772459525237205
1,0,0.006,PV,2012,0.12521604176219533,0.0772459525237205
1,4,0.006,PV,2012,0.12521604176219533,0.0772459525237205
1,4,0.006,PV,2012,0.12521604176219533,0.0772459525237205
1,2,0.006,PV,2012,0.12521604176219533,0.0772459525237205
1,0,0.006,PV,2012,0.12521604176219533,0.0772459525237205
1,4,0.006,PV,2012,0.12521604176219533,0.0772459525237205
1,2,0.006,PV,2012,0.12521604176219533,0.0772459525237205
1,1,0.006,PV,2012,0.12521604176219533,0.0772459525237205
1,0,0.006,PV,2012,0.12521604176219533,0.0772459525237205
1,0,0.006,PV,2012,0.12521604176219533,0.0772459525237205
1,0,0.006,PV,2012,0.12521604176219533,0.0772459525237205
1,0,0.006,PV,2012,0.12521604176219533,0.0772459525237205
1,1,0.006,PV,2012,0.12521604176219533,0.0772459525237205
1,3,0.006,PV,2012,0.12521604176219533,0.0772459525237205
1,1,0.006,PV,2012,0.12521604176219533,0.0772459525237205
1,0,0.006,PV,2012,0.12521604176219533,0.0772459525237205
1,13,0.006,PV,2012,0.12521604176219533,0.0772459525237205
1,1,0.006,PV,2012,0.12521604176219533,0.0772459525237205
1,1,0.006,PV,2012,0.12521604176219533,0.0772459525237205
1,2,0.006,PV,2012,0.12521604176219533,0.0772459525237205
1,2,0.006,PV,2012,0.12521604176219533,0.0772459525237205
1,5,0.006,PV,2012,0.12521604176219533,0.0772459525237205
1,2,0.006,PV,2012,0.12521604176219533,0.0772459525237205
1,5,0.006,PV,2012,0.12521604176219533,0.0772459525237205
1,1,0.006,PV,2012,0.12521604176219533,0.0772459525237205
1,3,0.006,PV,2012,0.12521604176219533,0.0772459525237205
1,3,0.006,PV,2012,0.12521604176219533,0.0772459525237205
1,3,0.006,PV,2012,0.12521604176219533,0.0772459525237205
1,10,0.006,PV,2012,0.12521604176219533,0.0772459525237205
1,4,0.006,PV,2012,0.12521604176219533,0.0772459525237205
1,0,0.006,PV,2012,0.12521604176219533,0.0772459525237205
1,0,0.006,PV,2012,0.12521604176219533,0.0772459525237205
1,4,0.006,PV,2012,0.12521604176219533,0.0772459525237205
1,8,0.006,PV,2012,0.12521604176219533,0.0772459525237205
1,0,0.006,PV,2012,0.12521604176219533,0.0772459525237205
1,0,0.006,PV,2012,0.12521604176219533,0.0772459525237205
1,0,0.006,PV,2012,0.12521604176219533,0.0772459525237205
1,0,0.006,PV,2012,0.12521604176219533,0.0772459525237205
1,1,0.006,PV,2012,0.12521604176219533,0.0772459525237205
1,1,0.006,PV,2012,0.12521604176219533,0.0772459525237205
1,0,0.006,PV,2012,0.12521604176219533,0.0772459525237205
1,1,0.006,PV,2012,0.12521604176219533,0.0772459525237205
1,2,0.006,PV,2012,0.12521604176219533,0.0772459525237205
1,0,0.006,PV,2012,0.12521604176219533,0.0772459525237205
1,2,0.006,PV,2012,0.12521604176219533,0.0772459525237205
1,1,0.006,PV,2012,0.12521604176219533,0.0772459525237205
1,4,0.006,PV,2012,0.12521604176219533,0.0772459525237205
1,0,0.006,PV,2012,0.12521604176219533,0.0772459525237205
1,1,0.006,PV,2012,0.12521604176219533,0.0772459525237205
1,2,0.006,PV,2012,0.12521604176219533,0.0772459525237205
1,2,0.006,PV,2012,0.12521604176219533,0.0772459525237205
1,3,0.006,PV,2012,0.12521604176219533,0.0772459525237205
1,0,0.006,PV,2012,0.12521604176219533,0.0772459525237205
1,0,0.006,PV,2012,0.12521604176219533,0.0772459525237205
1,4,0.006,PV,2012,0.12521604176219533,0.0772459525237205
1,0,0.006,PV,2012,0.12521604176219533,0.0772459525237205
1,3,0.006,PV,2012,0.12521604176219533,0.0772459525237205
1,0,0.006,PV,2012,0.12521604176219533,0.0772459525237205
1,4,0.006,PV,2012,0.12521604176219533,0.0772459525237205
1,1,0.006,PV,2012,0.12521604176219533,0.0772459525237205
1,1,0.006,PV,2012,0.12521604176219533,0.0772459525237205
1,0,0.006,PV,2012,0.12521604176219533,0.0772459525237205
1,0,0.006,PV,2012,0.12521604176219533,0.0772459525237205
1,2,0.006,PV,2012,0.12521604176219533,0.0772459525237205
1,3,0.006,PV,2012,0.12521604176219533,0.0772459525237205
1,3,0.006,PV,2012,0.12521604176219533,0.0772459525237205
1,4,0.006,PV,2012,0.12521604176219533,0.0772459525237205
1,2,0.006,PV,2012,0.12521604176219533,0.0772459525237205
1,14,0.006,PV,2012,0.12521604176219533,0.0772459525237205
1,7,0.006,PV,2012,0.12521604176219533,0.0772459525237205
1,2,0.006,PV,2012,0.12521604176219533,0.0772459525237205
1,0,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,1,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,3,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,1,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,0,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,1,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,0,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,8,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,4,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,4,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,2,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,0,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,1,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,3,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,1,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,2,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,1,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,2,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,0,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,2,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,3,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,1,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,1,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,1,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,0,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,2,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,0,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,3,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,2,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,0,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,5,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,0,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,2,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,0,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,0,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,5,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,0,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,2,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,2,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,5,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,1,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,5,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,3,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,1,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,0,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,0,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,3,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,1,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,0,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,1,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,1,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,1,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,3,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,3,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,2,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,5,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,0,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,1,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,0,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,0,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,2,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,2,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,7,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,0,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,1,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,0,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,0,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,2,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,2,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,7,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,0,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,0,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,0,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,2,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,1,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,1,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,0,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,0,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,1,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,1,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,0,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,6,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,0,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,2,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,3,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,1,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,2,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,3,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,1,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,4,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,0,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,1,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,0,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,1,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,3,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,6,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,1,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,2,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,1,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,0,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,0,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,1,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,0,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,1,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,0,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,4,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,0,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,5,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,0,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,0,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,2,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,3,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,1,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,0,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,2,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,5,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,1,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,0,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,0,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,2,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,0,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,1,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,1,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,1,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,4,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,3,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,2,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,0,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,1,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,1,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,1,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,0,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,0,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,0,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,0,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,3,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,1,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,1,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,2,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,5,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,14,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,1,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,6,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,7,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,0,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,2,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,1,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,0,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,12,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,3,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,1,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,3,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,6,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,3,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,1,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,8,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,3,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,8,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,0,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,3,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,0,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,6,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,0,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,1,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,3,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,0,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,0,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,2,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,6,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,1,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,1,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,1,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,0,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,4,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,3,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,2,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,2,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,1,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,0,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,2,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,0,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,0,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,6,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,2,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,4,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,2,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,10,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,1,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,2,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,3,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,2,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,3,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,0,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,0,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,0,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,1,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,2,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,0,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,0,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,3,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,0,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,3,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,1,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,0,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,3,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,0,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,2,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,5,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,0,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,1,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,0,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,1,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,1,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,0,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,0,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,1,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,3,0.006,PV,2012,0.12521604176219533,0.0772459525237205
0,2,0.006,PV,2012,0.12521604176219533,0.0772459525237205
